가게,맛,양,날짜,주문,사용자id,리뷰
후라이드참잘하는집-서강대점,5,5,2023-02-19,핫간장치킨（무＋소스＋콜라）,st,주문해놓고 샤워하고 나왔는데 바로 왔음 배달은 항상 빨라서 좋고 맛은 말할거 없이 맛있어서 매우 잘 먹었습니다.
후라이드참잘하는집-서강대점,5,5,2023-02-18,순살 후라이드,yh,맛있어요 너무 맛ㅇㅅ어옿
후라이드참잘하는집-서강대점,5,5,2023-02-17,반마리（순살）,id,너무 맛있게 잘 먹렀어요. 머스터드 소스 넉넉히 주셔수 모자라지 않게 잘 먹었습니다.
후라이드참잘하는집-서강대점,5,5,2023-02-16,반마리（순살）,rl,굳굳굳 잘 먹었습니당
후라이드참잘하는집-서강대점,5,5,2023-02-16,핫토스치킨（뼈）（무＋소스＋콜라）,st,시즈닝 팍팍~넘 맛있었요 간만에 치킨 먹은건데 기분좋게 먹었어요
후라이드참잘하는집-서강대점,5,5,2023-02-15,반반치킨（후라이드반＋,ye,맛있게 먹었어요!!
후라이드참잘하는집-서강대점,5,5,2023-02-15,후라이드（무＋소스＋콜라）,23,맛있게 잘 먹었어요
후라이드참잘하는집-서강대점,5,5,2023-02-14,반반치킨（후라이드반＋,se,11시 넘어서 주문했는데도 15분만에 왔어요 맛있게 잘 먹었습니다
후라이드참잘하는집-서강대점,5,5,2023-02-14,후라이드（무＋소스＋콜라）,23,맛있게 잘 먹었어요
후라이드참잘하는집-서강대점,5,5,2023-02-13,순살반반치킨（후라이드반＋,lo,말해 모해요… 후참잘임
후라이드참잘하는집-서강대점,5,5,2023-02-13,눈꽃치즈치킨（무＋소스＋콜라）,ad,잘먹었습니다. 지난번보다 더 맛있어요😊
후라이드참잘하는집-서강대점,5,5,2023-02-12,순살반반치킨 （,es,맛있어오 아주 근디 치킨 한 조각이 너뮤 커서 먹기가 힘들어요
후라이드참잘하는집-서강대점,5,5,2023-02-12,반마리（뼈）,cu,반마리는 양이 좀 적긴 해요 근데 맛있음 ㅋㅋ
후라이드참잘하는집-서강대점,5,5,2023-02-12,순살 ,tj,소스 넉넉한거 보세요.. 진짜 존맛ㅠㅠ 어제 밤부터 먹고싶어서 벼르다가 일어나자마자 시켰어여 최고
후라이드참잘하는집-서강대점,5,5,2023-02-12,반마리（순살）,ch,저는 후기를 자주 하지 않는 편인데 그래서도 해야지 이렇게 생각하는 만큼 맛있고 무엇보다 양이 많아서 정말 대단해요!!! 다시 꼭 주문할게요!!!
후라이드참잘하는집-서강대점,5,4,2023-02-11,반반치킨（후라이드반＋,ja,오랜만에 주문했는데 맛나게 먹었어요. 소스맛이 짱이네요^^
후라이드참잘하는집-서강대점,5,5,2023-02-11,후라이드（무＋소스＋콜라）,sl,항상 잘먹고있습니다 번창하세요
후라이드참잘하는집-서강대점,5,5,2023-02-10,반마리（순살）,hs,맛있게 잘 먹었습니다
후라이드참잘하는집-서강대점,5,5,2023-02-10,반마리（순살）,yu,정말 정말 자주 시켜먹는데 이번에는 뭔가 평소보단 조금 딱딱하고 퍽퍽 ..? 했던 거ㅠ같아서 아쉽습니다 ㅜㅜ 그래도 계속 시켜먹을거에요 서강대점이 제일 맛있어요
후라이드참잘하는집-서강대점,5,5,2023-02-10,순살반반치킨 （간장반＋핫토스반） （무＋소스＋콜라）,fo,핫토스 생각보다 안 매웠어요! 잘 먹었습니다
후라이드참잘하는집-서강대점,5,5,2023-02-09,반마리（뼈）,me,맛있어요 ~~~~~
후라이드참잘하는집-서강대점,5,5,2023-02-09,후라이드（무＋소스＋콜라）,sh,너무 맛있게 먹었어요!!
후라이드참잘하는집-서강대점,5,5,2023-02-07,눈꽃치즈치킨（무＋소스＋콜라）,ko,마싯서요 우으으음 냠냠냠
후라이드참잘하는집-서강대점,5,5,2023-02-07,후라이드（무＋소스＋콜라）,rl,굳굳굳 역시 항상 맛나여
후라이드참잘하는집-서강대점,5,5,2023-02-06,반마리（순살）,sw,반마리가 맞나요?한마리같은데요 사장님.. 양념인데도 바삭해서 너무 맛있게 잘 먹었습니다 양이 많아서 반 먹고 남겼어요~~
후라이드참잘하는집-서강대점,5,5,2023-02-05,후라이드（무＋소스＋콜라）,ke,너무 좋아요~~맛있다!!!
후라이드참잘하는집-서강대점,5,5,2023-02-04,후라이드（무＋소스＋콜라）,cu,오랜만에 시켰는데 역시 맛있어요!! 살도 많고
후라이드참잘하는집-서강대점,5,5,2023-02-03,눈꽃치즈치킨（무＋소스＋콜라）,ad,밤에 갑자기 치킨이 땡겨서 오랜만에 후참에서 한마리 했습니다. 예전엔 가루도 잔뜩 뿌려주시고 했는데 조금 아쉬웠습니다. 구래도 남김없이 싹싹 잘 먹었습니다~
후라이드참잘하는집-서강대점,5,5,2023-02-02,핫간장치킨（무＋소스＋콜라）,st,닭가슴살인지도 모르고 먹었어요 매콤한 간장 넘 맛있음
후라이드참잘하는집-서강대점,5,5,2023-01-31,후라이드（무＋소스＋콜라）,23,맛있게 잘 먹었어요
후라이드참잘하는집-서강대점,5,5,2023-01-30,순살 후라이드,hi,이번엔 순살로 시켜봤어요 양도 많고 먹기 편해서 좋습니다^^ 배달도 진짜 빨라요
후라이드참잘하는집-서강대점,5,5,2023-01-30,반반치킨（후라이드반＋킹트리플반）,se,후라이드 진짜 잘하네요~
후라이드참잘하는집-서강대점,5,5,2023-01-28,반마리（순살）,po,맛있게 잘 먹었습니다~!
후라이드참잘하는집-서강대점,5,5,2023-01-28,반반치킨（후라이드반＋,pi,존맛탱!!!!!!
후라이드참잘하는집-서강대점,5,5,2023-01-28,후라이드（무＋소스＋콜라）,dl,음~~~~~~~ 굿:)
후라이드참잘하는집-서강대점,5,5,2023-01-27,후라이드（무＋소스＋콜라）,do,원래 귀찮아서 리뷰 안 쓰는데 여기 후라이드 쮼내 맛있네여 3번 시켜먹고 이제야 쓰네요 ㅎ검증 완료 됐습니다 사장님 항상 감사합니다
후라이드참잘하는집-서강대점,5,5,2023-01-27,후라이드（무＋소스＋콜라）,ui,완전 바삭바삭하고 넘 맛있어요
후라이드참잘하는집-서강대점,5,5,2023-01-27,순살 후라이드,nn,배달도 빠르고 그대로 맛있어요
후라이드참잘하는집-서강대점,5,5,2023-01-25,순살반반치킨 （후라이드반＋핫토스반） （무＋소스＋콜라）,11,맛있게 잘 먹었습니다:)
후라이드참잘하는집-서강대점,5,5,2023-01-25,반반치킨（후라이드반＋,bd,항상 후라이드는 후참잘에서 먹어요! 잘먹었습니다!
후라이드참잘하는집-서강대점,5,5,2023-01-25,	,kk,"
반반치킨（후라이드반＋양념반）/1"
후라이드참잘하는집-서강대점,5,5,2023-01-25,후라이드（무＋소스＋콜라）,tj,맛있게 잘먹었습니다
후라이드참잘하는집-서강대점,5,5,2023-01-24,후라이드（무＋소스＋콜라）,23,맛있게 잘 먹었어요
후라이드참잘하는집-서강대점,5,5,2023-01-24,반마리（순살）,yu,저번에 다른 지점에서 시켜먹었는데 역시 서강대점이 제일 맛있음 ㅜㅜ 최고에요 정말
후라이드참잘하는집-서강대점,5,5,2023-01-24,순살 두마리 세트,wo,배달 빠르고 좋아요.
후라이드참잘하는집-서강대점,5,5,2023-01-24,후라이드（무＋소스＋콜라）,ju,바삭비삭하고 맛있어요
후라이드참잘하는집-서강대점,5,5,2023-01-24,반반치킨（후라이드반＋,ac,오랜만에 맛있는 치킨 잘먹었습니다 배불러서 오늘 잠 다 잤네요 ㅠㅠ
후라이드참잘하는집-서강대점,5,5,2023-01-23,반마리（순살）,ss,역시 후참 배달 빠르고 따뜻하고 맛있어요!!
후라이드참잘하는집-서강대점,5,5,2023-01-23,후라이드（무＋소스＋콜라）,sh,큰 조각으로 튀기니까 진짜 촉촉한 것 같아요 맛있게 먹었습니다
후라이드참잘하는집-서강대점,5,5,2023-01-23,반반치킨 （후라이드＋핫토스）（무＋소스＋콜라）,st,반반 주문했는데 후라이드와 핫토스 치킨 두가지 다 맛있었어요
후라이드참잘하는집-서강대점,5,5,2023-01-20,반마리（뼈）,kk,맛있게 잘 먹었습니다~~😊😆
후라이드참잘하는집-서강대점,5,5,2023-01-20,후라이드（무＋소스＋콜라）,dl,진짜 제가 좋아하는 염지 적당하고 느끼함이 덜한 치킨
후라이드참잘하는집-서강대점,5,5,2023-01-18,반반치킨（후라이드반＋,ks,후라이드가 진짜 맛있네요^^
후라이드참잘하는집-서강대점,5,5,2023-01-18,반마리（뼈）,le,항상 맛있어요. 감사합니다
후라이드참잘하는집-서강대점,5,5,2023-01-18,후라이드（무＋소스＋콜라）,23,맛있게 잘 먹었어요
후라이드참잘하는집-서강대점,5,5,2023-01-18,후라이드（무＋소스＋콜라）,23,맛있게 잘 먹었어요
후라이드참잘하는집-서강대점,5,5,2023-01-17,순살반반치킨（후라이드반＋간장반）（무＋소스＋콜라）,st,정말 맛있어요!!!!
후라이드참잘하는집-서강대점,5,3,2023-01-17,반마리（뼈）,ee,하... 이러시면 혼란해 혼란해..! 저 원래 튀김옷 별로 안 좋아하는데 후참잘로만 후라이드 먹어요. 어질어질@@ 이것 때문에 배달앱 깔았잖아요!! +머스타드소스도 더 주셔서 감사합니다.
후라이드참잘하는집-서강대점,5,5,2023-01-16,후라이드（무＋소스＋콜라）,dl,맛있게 잘 먹었습니다:)
후라이드참잘하는집-서강대점,5,5,2023-01-15,,eh,"서강대점 평점이 4.8? 이건 못참지~ 5점으로 혼내드립니다~ 최고의 바삭함, 안에는 촉촉한 살까지 튀김옷이 덜 튀겨지거나 속이 너무 딱딱해질 수 있는데 완벽하게 튀겨내십니다. 거기에 양념치킨의 필수인 바닥에 양념 듬뿍까지 완벽. 후참 최고의 지점, 나아가 치킨집 최고의 지점 중 하나입니다."
후라이드참잘하는집-서강대점,5,5,2023-01-15,순살반반치킨（후라이드반＋간장반）（무＋소스＋콜라）,93,후라이드 생각날 땐 무조건 후라이드 참 잘하는 집. 배달도 생각보다 빠르고 따끈하게 잘 옵니다. 양은 주변에 말할 정도로 늘 푸짐해요. 새해 복 많이 받으세요.
후라이드참잘하는집-서강대점,5,5,2023-01-14,반마리（순살）,ji,양도 많고 맛있어요!! 배달도 빠릅니다.
후라이드참잘하는집-서강대점,3,4,2023-01-14,반반치킨（후라이드반＋,ch,후라이드반마리가 네조각인데 조각크기가 넘 커요 맛은 무난해요
후라이드참잘하는집-서강대점,5,5,2023-01-14,핫간장치킨（무＋소스＋콜라）,ni,맛있게 잘 먹었습니다 ㅎㅎ 담에 또 주문할께요
후라이드참잘하는집-서강대점,5,5,2023-01-13,순살 ,ge,가성비 갓의 순살 양념치킨! 2번째 먹는중
후라이드참잘하는집-서강대점,5,5,2023-01-13,반마리（순살）,kk,항상 맛있게 잘 먹고 있습니다아~~~👏
후라이드참잘하는집-서강대점,2,3,2023-01-13,후라이드（무＋소스＋콜라）,go,잘 먹었습니다. 날씨 때문에 열기가 있는 음식들은 비닐봉지에 물이 생겨서 종이박스가 눅눅해져요
후라이드참잘하는집-서강대점,2,5,2023-01-13,순살반반치킨（후라이드반＋,ch,치킨은 이상한맛났는데…
후라이드참잘하는집-서강대점,5,5,2023-01-10,반마리（순살）,id,언제 먹어도 감동입니다. 배달도 되게 빨랐어요. 근데 기본으로 주시는 머스터드 소스는 추가로 판매하지는 않나요? 이 소스 참 좋아하는데 메뉴에는 없더라고요.ㅎㅎ 어쨌든 맛있게 마지막 조각까지 잘 먹을게요.
후라이드참잘하는집-서강대점,5,5,2023-01-10,순살 후라이드,jo,잘먹었습니다.
후라이드참잘하는집-서강대점,5,5,2023-01-10,반반치킨（후라이드반＋,pa,새해 포장 넘 귀여워요! 잘 먹었습니다:)
후라이드참잘하는집-서강대점,5,5,2023-01-09,반반치킨（후라이드반＋간장반）（무＋소스＋콜라）,oa,생각보다 빨리 와서 따뜻할때 먹었네요
후라이드참잘하는집-서강대점,5,5,2023-01-09,순살 후라이드,mw,넘 맛있어요 먹느라 사진찍을 생각도 못했네요
후라이드참잘하는집-서강대점,5,5,2023-01-06,반반치킨（후라이드반＋,eh,전통치킨 맛 장 먹었습니다~
후라이드참잘하는집-서강대점,5,5,2023-01-05,후라이드（무＋소스＋콜라）,si,후라이드 맛집 인정..굿굿
후라이드참잘하는집-서강대점,5,5,2023-01-05,반마리（순살）,le,너무 맛있었습니다. 감사합니다
후라이드참잘하는집-서강대점,5,5,2023-01-05,후라이드（무＋소스＋콜라）,23,맛있게 잘 멋었어요
후라이드참잘하는집-서강대점,5,5,2023-01-04,눈꽃치즈치킨（무＋소스＋콜라）,ko,맵단짠의 환상적인 조합이에요 ♡
후라이드참잘하는집-서강대점,5,5,2023-01-04,반마리（순살）,hu,치킨하면 후라이드죠^^ 너무 맛있어서 감동♡
후라이드참잘하는집-서강대점,5,5,2023-01-04,세트4（후라이드＋,qw,맛이 아주 좋아요요
후라이드참잘하는집-서강대점,5,5,2023-01-04,후라이드（무＋소스＋콜라）,ni,맛있게 잘 먹었습니다 ㅎㅎ 항상 맛있어요 ^
후라이드참잘하는집-서강대점,5,5,2023-01-02,후라이드（무＋소스＋콜라）,st,겉이 매우 바삭해요 오랜만에 넘 잘먹었습니다.
후라이드참잘하는집-서강대점,5,5,2023-01-02,순살반반치킨（후라이드반＋,zl,"후참 가격도 괜찮고, 양도 많고, 맛도 있고!! 치킨은 항상 여기서 시켜먹고 싶어졌어요! 맛있게 잘먹었습니다!"
후라이드참잘하는집-서강대점,5,5,2023-01-01,반마리（뼈）,ni,맛있게 잘 먹었습니다 ㅎㅎ 담에 또 주문할께요
후라이드참잘하는집-서강대점,4,5,2022-12-31,순살 후라이드,ch,양이 많고 맛있었어용 !!!
후라이드참잘하는집-서강대점,5,5,2022-12-31,순살 후라이드,ba,후라이드 맛있다고 여기서 자주 시켜먹어요.
후라이드참잘하는집-서강대점,5,5,2022-12-31,순살반반치킨（후라이드반＋,kc,존맛탱입니다. 배달도 빨라영
후라이드참잘하는집-서강대점,5,5,2022-12-31,반마리（순살）,hu,맛있어요!! 신경써주셔서 감사해요
후라이드참잘하는집-서강대점,4,5,2022-12-30,반마리（순살）,ch,맛과 양이 좋습니다
후라이드참잘하는집-서강대점,5,5,2022-12-29,반반치킨（후라이드반＋,mi,가격대비 최고의 치킨입니다 잘먹었습니다^^
후라이드참잘하는집-서강대점,5,5,2022-12-29,반반치킨（후라이드반＋매운,ns,엄마랑 잘 먹었어요~
후라이드참잘하는집-서강대점,5,5,2022-12-28,후라이드（무＋소스＋콜라）,ru,감동
후라이드참잘하는집-서강대점,3,3,2022-12-27,순살반반치킨（후라이드반＋간장반）（무＋소스＋콜라）,k0,순살을 시켰는데 목부분이 나온거 빼곤 괜찮네요 순살인줄알고 씹었다가 놀랐습니다
후라이드참잘하는집-서강대점,5,5,2022-12-27,반마리（뼈）,kk,맛있게 잘 먹었습니다~~
후라이드참잘하는집-서강대점,5,5,2022-12-26,반마리（순살）,ss,분명 반마리 순살 시켰는데 한마리가 온 거 같은 건 기분 탓이겠죠? 그만큼 양 정말 많아요!! 치킨 바삭하고 따뜻하고 맛있게 잘 먹었습니다!!
후라이드참잘하는집-서강대점,5,5,2022-12-22,순살반반치킨（후라이드반＋간장반）（무＋소스＋콜라）,ch,배달도 빠르고 맛있어요!
후라이드참잘하는집-서강대점,5,5,2022-12-22,후라이드（무＋소스＋콜라）,ru,치즈소스가 안왔어요..인데 치킨이 뒤지게 맛있어서 맛있게 먹었습니다 다음에 요청사항에 적을게요 보내주세요
후라이드참잘하는집-서강대점,4,4,2022-12-21,반반치킨（,ic,맛있움! 치킨 생각날 때 싸게 먹을 수 있어서 좋음
후라이드참잘하는집-서강대점,5,5,2022-12-21,반마리（순살）,hu,후라이드 생각나면 무조건 요기로 주문해요! 맛있어요
후라이드참잘하는집-서강대점,5,5,2022-12-18,반마리（순살）,dn,진심 개맛있음 미쳤다
후라이드참잘하는집-서강대점,5,5,2022-12-18,반반치킨（후라이드반＋,jo,오랜만에 시켜봣는데 이전보다 더 맛있네요 ~
후라이드참잘하는집-서강대점,5,5,2022-12-18,반마리（순살）,rl,요청 잘 들어주시구 맛나게 잘 먹엇어야
후라이드참잘하는집-서강대점,5,5,2022-12-16,	,le,"
순살 후라이드/1,반반치킨（양념반＋간장반）/1(콜라1.25L로변경(콜라1.25L로변경))"
후라이드참잘하는집-서강대점,5,5,2022-12-13,반마리（순살）,yu,반마리인데 양 진짜 많아요! 잘 먹었습니다!
후라이드참잘하는집-서강대점,5,5,2022-12-10,	,ki,"
순살반반치킨（후라이드반＋양념반）/1(추가 선택(감자튀김))"
후라이드참잘하는집-서강대점,5,5,2022-12-10,반마리（순살）,ma,맛있어요 잘 먹었습니다
후라이드참잘하는집-서강대점,5,5,2022-12-09,반마리（뼈）,re,맛있습니다
후라이드참잘하는집-서강대점,4,4,2022-12-07,세트1（후라이드＋감자튀김＋콜라1.25L）,go,잘 먹었습니다. 시간이 걸려서 열기때문에 봉투안에 물이 생겨서 상자들이 눅눅하긴 했지만 맛있었어요.
후라이드참잘하는집-서강대점,5,5,2022-12-06,순살 후라이드,yu,너무너무너무 맛있어요 와사비마요소스 최공 후참잘 최공 !!!!!!
후라이드참잘하는집-서강대점,5,5,2022-12-06,순살반반치킨 （간장반＋허니버터반） （무＋소스＋콜라）,6_,맛있게 잘 먹었습니다. 양 엄청나네요👍
후라이드참잘하는집-서강대점,5,5,2022-12-02,반마리（뼈）,da,이름그대로 후라이드 정말 잘하는 집 여기 알게되고 나서부터 후라이드는 여기서만 시켜요. 순살도 맛있긴 한데 뼈가 더더 맛있어요
후라이드참잘하는집-서강대점,5,5,2022-12-01,반마리（순살）,hu,후라이드 너무 맛있어요 치킨 생각날때마다 주문할께요!!
후라이드참잘하는집-서강대점,5,5,2022-12-01,반마리（순살）,rl,잘 먹엇어용 굳굳굳
후라이드참잘하는집-서강대점,5,5,2022-12-01,반반치킨（후라이드반＋간장반）（무＋소스＋콜라）,am,사진은 거지같이 찍었지만 존맛이에여. 배달도 15분만에 옴!!
후라이드참잘하는집-서강대점,5,5,2022-11-29,반마리（순살）,kk,항상 맛있게 잘 먹고 있습니다~😆
후라이드참잘하는집-서강대점,5,5,2022-11-27,반마리（뼈）,ni,맛있게 잘 먹었습니다 ㅎㅎ
후라이드참잘하는집-서강대점,5,5,2022-11-27,반마리（순살）,mo,후라이드가 너무 땡겼을때 딱 대만족스러웠습니다
후라이드참잘하는집-서강대점,5,5,2022-11-27,순살반반치킨（후라이드반＋간장반）（무＋소스＋콜라）,93,갑자기 후라이드가 너무 먹고싶었는데 바로 떠오른 후참잘! 간장은 첨인데 맛있네요. 예상보다 빨리왔고 따끈하게 잘 먹었습니다.
후라이드참잘하는집-서강대점,5,5,2022-11-25,순살반반치킨 （후라이드반＋눈꽃치즈반） （무＋소스＋콜라）,6_,양 많아요! 맛있게 잘 먹었습니다 감사합니다.
후라이드참잘하는집-서강대점,5,5,2022-11-24,반마리（순살）,ki,@@@@@@@&@@@
후라이드참잘하는집-서강대점,5,5,2022-11-23,반마리（순살）,yu,리뷰 연속으로 두개 쓰고 갑니다 .. 왜냐면 저는 주 2-3회 시켜먹으니까요 .. ㅎ
후라이드참잘하는집-서강대점,5,5,2022-11-23,반마리（순살）,yu,제가 너무 자주시키져 ..? 너무 맛있어요 ..
후라이드참잘하는집-서강대점,5,5,2022-11-23,반반치킨（후라이드반＋,wj,치킨은 역시 후참잘... 육즙이 살아있고 바삭바삭 너무 좋아요.!!
후라이드참잘하는집-서강대점,5,5,2022-11-23,	,eu,"
순살반반치킨 （후라이드반＋킹트리플반）/1(추가 선택(감자튀김))"
후라이드참잘하는집-서강대점,5,5,2022-11-21,반반치킨 （후라이드＋눈꽃치즈）,sj,갓성비의 끝판왕같어용
후라이드참잘하는집-서강대점,5,4,2022-11-19,반반치킨（후라이드반＋매운,ma,알ㅇ이막 가이눔막 약긴익 태뱅닏능
후라이드참잘하는집-서강대점,5,5,2022-11-18,세트6（후라이드＋눈꽃치즈치킨＋콜라1.25L）,ko,기본자체가 엄청 맵네요!
후라이드참잘하는집-서강대점,5,5,2022-11-17,반반치킨（후라이드반＋,wj,처음 시켜보는데 너무 맛있아요..!! 오늘 또 시켜봅니다 ㅎㅎ
후라이드참잘하는집-서강대점,5,5,2022-11-17,반마리（순살）,rl,새벽에 시켜서 먹었었는데 개굳
후라이드참잘하는집-서강대점,5,5,2022-11-14,반마리（순살）,yu,안녕하세요 .. 저 또 왔어요 …ㅎㅎㅎㅎ 이번에도 잘 먹었습니다 맛있어요 항상
후라이드참잘하는집-서강대점,5,5,2022-11-13,반마리（순살）,eu,1인분인데 양도 완전 많고 따뜻해서 너무 잘 먹었어요
후라이드참잘하는집-서강대점,4,4,2022-11-11,순살 후라이드,he,잘 받고 잘 먹엇네요 맛잇어요~
후라이드참잘하는집-서강대점,5,5,2022-11-11,세트3（후라이드＋후라이드＋콜라1.25L）,ch,양이 많고 맛있어요. 배달도 빨라요.
후라이드참잘하는집-서강대점,5,5,2022-11-11,세트1（후라이드＋감자튀김＋콜라1.25L）,ch,아주 맛있어요. 양도 많고
후라이드참잘하는집-서강대점,5,5,2022-11-10,반마리（뼈）,it,넘 맛있어요 ㅠㅠㅠㅠ
후라이드참잘하는집-서강대점,5,5,2022-11-10,반반치킨 （간장반＋눈꽃치즈반） （무＋소스＋콜라）,al,my favorite 치킨
후라이드참잘하는집-서강대점,5,5,2022-11-09,반마리（순살）,yu,늘 … 맛있읍미다 …. 이번에도 양이 엄청 많아서 행복햇어요
후라이드참잘하는집-서강대점,5,5,2022-11-09,반마리（순살）,kk,항상 맛있게 잘 먹고 있습니다~~😄
후라이드참잘하는집-서강대점,5,5,2022-11-09,후라이드（무＋소스＋콜라）,tj,맛있게 잘먹었습니다
후라이드참잘하는집-서강대점,5,5,2022-11-08,순살 허니버터치킨,ye,맛있게 잘 먹었습니다~
후라이드참잘하는집-서강대점,3,4,2022-11-06,후라이드（무＋소스＋콜라）,wj,배달은 빠르네요 맛은 괜찬아요
후라이드참잘하는집-서강대점,5,5,2022-11-05,순살 허니버터치킨,21,맛있게 먹었습니다~
후라이드참잘하는집-서강대점,5,5,2022-11-04,후라이드（무＋소스＋콜라）,az,중학생 아들의 원픽 치킨집입니다
후라이드참잘하는집-서강대점,5,5,2022-11-03,반반치킨 （후라이드＋허니버터）（무＋소스＋콜라）,6_,맛있게 잘 먹었습니다. 번창하세요^^
후라이드참잘하는집-서강대점,5,5,2022-11-02,반마리（뼈）,by,혼자 먹기에 양도 적당하고 맛있어요 원래 가슴살이 크면 너무 퍽퍽해서 잘 안 먹게 되는데 여기는 크기가 커도 촉촉해서 좋아요👍👍
후라이드참잘하는집-서강대점,5,5,2022-10-30,반마리（순살）,le,하도 맛좋고 양도 많아서 끝까지 두서일간 먹었습니다 허기를 채우고 포만감을 느껴 무척 안정되고 행복했어요 간단한 먹거리지만 하는 일은 상상이상인듯 합니다 번창하세요
후라이드참잘하는집-서강대점,5,5,2022-10-28,반마리（뼈）,id,너무 맛있게 잘 먹었습니다. 반마리 정말 딱 좋아요.ㅎㅎ 고기도 양념도 맛있었습니다.
후라이드참잘하는집-서강대점,5,5,2022-10-25,반마리（순살）,yu,마 .. 맛있어요 .. 넘 급해서 사진 찍기도 전에 한입 베어물었네요
후라이드참잘하는집-서강대점,5,5,2022-10-24,반반치킨 （간장반＋눈꽃치즈반） （무＋소스＋콜라）,al,super tasty
후라이드참잘하는집-서강대점,4,4,2022-10-23,후라이드（무＋소스＋콜라）,he,"맛은 좋은데 배달도착 문자가 없네요, 후라이드는 맛잇어요ㅎ"
후라이드참잘하는집-서강대점,5,5,2022-10-23,후라이드（무＋소스＋콜라）,ni,"맛있게 잘 먹었습니다 ㅎㅎ 많이 바쁘셨나봐요,, 요번에는 배달도 오래걸리고, 닭이 피를 덜뺀든 뭉쳐진 검은 부분이 많았어요,, 그래도 별은 5개 입니다~~"
후라이드참잘하는집-서강대점,5,5,2022-10-18,반마리（순살）,yu,맛있어요 그냥 맛있어요 그만 좀 시켜먹고 싶어요 이쯤되면 중독인 거 가탕요
후라이드참잘하는집-서강대점,5,5,2022-10-18,세트4（후라이드＋,gk,"사기급 맛이군요,, 여기는 내마음의 찜으로~ 갑니다"
후라이드참잘하는집-서강대점,5,5,2022-10-16,후라이드（무＋소스＋콜라）,dd,사진은 깜빡했지만 요청사항도 잘 들어주시고 감사합니다 존맛탱이에요!
후라이드참잘하는집-서강대점,5,5,2022-10-15,순살반반치킨（후라이드반＋,hy,후라이드 뿐만 아니라 양념도 참 잘하는 집👍👍👍👍👍
후라이드참잘하는집-서강대점,5,5,2022-10-15,후라이드（무＋소스＋콜라）,sh,맛있어요~~~~~~
후라이드참잘하는집-서강대점,5,5,2022-10-15,후라이드（무＋소스＋콜라）,sh,맛있어요~~~~~~
후라이드참잘하는집-서강대점,5,5,2022-10-13,순살반반치킨（후라이드반＋,ti,생각보다 양이 많아요! 맛있고 배부르고 좋아요!!
후라이드참잘하는집-서강대점,5,5,2022-10-13,눈꽃치즈치킨（무＋소스＋콜라）,ko,감사합니다 늦은 밤까지 해주셔서. 갈곳없는 늦은 밤. 홀로 빈 위장을 채워 달래는 설움은. 눈 앞에 발 둘 곳이 없어서가 아니라 삶의 아림 때문이겠지요. 잘먹었습니다.
후라이드참잘하는집-서강대점,5,5,2022-10-11,순살 후라이드,sa,역시 후참잘 답게 맛있네요 잘 먹었습니다
후라이드참잘하는집-서강대점,5,5,2022-10-11,반마리（순살）,kk,요즘 양념에 푹 빠져서... 또 시켜먹고 말았습니다. 맛있게 잘 먹었습니다~~~
후라이드참잘하는집-서강대점,5,5,2022-10-10,반마리（순살）,yu,좀 더 매콤해진 거 같네요 ㅎㅎ 질리지 않아서 좋아요 너무 맛있어요 너무 자주 시켜서 리뷰 남기기도 민망해요 …
후라이드참잘하는집-서강대점,5,4,2022-10-10,허니버터치킨（무＋소스＋콜라）,cx,넘넘 맛있었어요! 허니버터맛이 처음에 먹어봤는데 또 먹고 싶고 양은 2인으로 먹으면 배가 불룩할 것 같아요!
후라이드참잘하는집-서강대점,5,5,2022-10-09,후라이드（무＋소스＋콜라）,qk,아니 배달 빨리온건 좋은데 ㅋ 벨이고장나서 대문앞에 놔달라고 했는데 예상시간보다 30분일찍오셔놓고는 문자도 연락도 없이 그냥 떠나버리시면 제가 오토바이소리 듣고 혹시나하고 안나가봤으면 비에 치킨이 쫄딱 젖을 뻔 했어요 ㅋㅋㅋㅋ 보통 예상시간지나서 안온다싶으면 나가보는데 진짜 넘나 다행 ㅎㅎ 비오는데 시켜서 죄송해요 그래도 뭔가 배달이 도착했다는 티라도 내주세요 ㅋㅋ
후라이드참잘하는집-서강대점,5,5,2022-10-09,반반치킨（후라이드반＋,ja,배달도빠르고 맛도좋아요
후라이드참잘하는집-서강대점,5,5,2022-10-09,반마리（순살）,in,진짜로 넘넘 맛있어요!!!!
후라이드참잘하는집-서강대점,5,5,2022-10-07,반마리（순살）,le,매주 먹는거 같아요...후
후라이드참잘하는집-서강대점,5,5,2022-10-03,반마리（순살）,yu,하 … 정말 … 지난번에 시켰을 때 리뷰에 양이 점점 줄어드는 거 같아서 슬프다고 했더니 이번에 갑자기 양이 엄청 많아졌어요 ㅠㅠ 감동입니다 ㅠㅠ 리뷰에 귀 기울여 주셔서 감사합니다 앞으로도 일주일에 두번씩 세번씩 시켜먹을게요 ❤️
후라이드참잘하는집-서강대점,5,5,2022-10-02,반반치킨（후라이드반＋,lk,맛있게 잘 먹었습니다!!
후라이드참잘하는집-서강대점,5,5,2022-10-02,반반치킨（후라이드반＋,ba,기분 안좋을때마다 시켜먹음 기분이 좋아져요
